GRT_LABELLED_TIME_SERIES_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumDimensions: 36
TotalNumTrainingExamples: 10
NumberOfClasses: 1
ClassIDsAndCounters: 
1	10
UseExternalRanges: 0
LabelledTimeSeriesTrainingData:
************TIME_SERIES************
ClassID: 1
TimeSeriesLength: 60
TimeSeriesData: 
-21.0011	357.855	69.863	0.683505	-0.539771	-2.50738	-82.0431	348.138	52.6398	0.185582	-0.524263	-1.88474	-93.3664	356.588	10.757	-0.545925	-0.655704	-0.902335	-79.5404	357.709	-10.7699	-0.47026	-0.673235	-1.00338	-56.0272	348.624	-15.4269	-0.486451	-0.665281	-0.97772	-26.0592	343.768	-10.6621	-0.438618	-0.615208	-0.984794
-21.0204	357.875	69.8824	0.682051	-0.539241	-2.50653	-82.0536	348.151	52.6443	0.181727	-0.520495	-1.88101	-93.3891	356.619	10.7733	-0.547239	-0.655986	-0.901179	-79.579	357.749	-10.7491	-0.469881	-0.672982	-1.00357	-56.0703	348.679	-15.4093	-0.487915	-0.665808	-0.976582	-26.0869	343.787	-10.6528	-0.438848	-0.615583	-0.984885
-21.0594	357.914	69.9207	0.680428	-0.539334	-2.50485	-82.0722	348.174	52.6516	0.1769	-0.516086	-1.87603	-93.4347	356.681	10.8044	-0.545457	-0.655698	-0.902842	-79.6549	357.822	-10.7094	-0.470224	-0.673224	-1.00341	-56.1544	348.781	-15.3758	-0.488823	-0.665854	-0.975609	-26.1423	343.825	-10.6351	-0.436508	-0.615494	-0.987603
-21.0999	357.953	69.9579	0.678545	-0.538875	-2.5035	-82.0856	348.19	52.6564	0.174782	-0.514503	-1.87357	-93.4804	356.739	10.8322	-0.544146	-0.656455	-0.905041	-79.7323	357.888	-10.6719	-0.472405	-0.674655	-1.0023	-56.2393	348.871	-15.3444	-0.491829	-0.667609	-0.973925	-26.1989	343.864	-10.62	-0.432708	-0.615461	-0.992137
-21.1417	357.991	69.9939	0.677778	-0.537538	-2.50421	-82.0948	348.202	52.6594	0.173942	-0.511793	-1.87398	-93.5257	356.795	10.8572	-0.542943	-0.65673	-0.906637	-79.8042	357.949	-10.6418	-0.465267	-0.672288	-1.00811	-56.3253	348.954	-15.3147	-0.492475	-0.668374	-0.973935	-26.2565	343.901	-10.6061	-0.431785	-0.615647	-0.993427
-21.1862	358.03	70.0304	0.678871	-0.5378	-2.50499	-82.1055	348.215	52.6627	0.174277	-0.508703	-1.87661	-93.5741	356.853	10.882	-0.539034	-0.656315	-0.910515	-79.874	358.01	-10.6149	-0.46169	-0.671617	-1.01152	-56.4123	349.033	-15.2854	-0.49173	-0.668299	-0.974695	-26.3176	343.941	-10.5923	-0.427751	-0.614577	-0.997253
-21.234	358.072	70.0674	0.681808	-0.542205	-2.50309	-82.1204	348.234	52.6674	0.175321	-0.508823	-1.87828	-93.6304	356.918	10.9096	-0.534793	-0.658165	-0.91703	-79.9522	358.077	-10.5869	-0.45729	-0.672207	-1.01703	-56.5043	349.109	-15.2574	-0.489951	-0.667545	-0.975962	-26.3883	343.989	-10.5786	-0.424424	-0.615768	-1.00242
-21.2864	358.117	70.1047	0.684612	-0.546112	-2.50161	-82.1397	348.257	52.673	0.174067	-0.507695	-1.87694	-93.7008	356.999	10.9404	-0.527291	-0.65885	-0.925985	-80.0442	358.159	-10.5589	-0.449384	-0.670958	-1.02483	-56.6047	349.187	-15.2309	-0.490447	-0.667861	-0.975709	-26.4737	344.046	-10.5652	-0.423607	-0.617613	-1.00518
-21.3654	358.186	70.1516	0.682863	-0.550309	-2.49536	-82.1675	348.288	52.6786	0.169225	-0.506831	-1.86934	-93.803	357.105	10.9764	-0.528353	-0.656264	-0.922241	-80.1672	358.265	-10.5288	-0.451261	-0.668284	-1.02026	-56.7267	349.278	-15.2039	-0.492985	-0.664841	-0.96998	-26.5931	344.132	-10.549	-0.426834	-0.615386	-0.999142
-21.4793	358.287	70.216	0.685975	-0.554449	-2.49396	-82.2085	348.331	52.6875	0.171625	-0.508642	-1.87219	-93.9543	357.263	11.0274	-0.51836	-0.65481	-0.931879	-80.3396	358.415	-10.485	-0.448181	-0.66724	-1.0228	-56.8856	349.399	-15.1684	-0.491433	-0.663265	-0.970204	-26.7672	344.265	-10.5244	-0.426452	-0.615128	-0.999355
-21.6414	358.426	70.3017	0.685385	-0.556317	-2.49137	-82.2715	348.392	52.7008	0.171506	-0.507756	-1.87258	-94.1622	357.47	11.0898	-0.514244	-0.649152	-0.930852	-80.5594	358.599	-10.4309	-0.448111	-0.661914	-1.01799	-57.1231	349.598	-15.1174	-0.482521	-0.66118	-0.978221	-26.9953	344.445	-10.4877	-0.427408	-0.610523	-0.993734
-21.8761	358.613	70.4226	0.688018	-0.562689	-2.48713	-82.3714	348.478	52.7267	0.174068	-0.510557	-1.87501	-94.4562	357.729	11.1845	-0.511509	-0.648818	-0.933581	-80.8592	358.831	-10.3498	-0.444596	-0.660577	-1.02079	-57.5066	349.91	-15.0219	-0.478592	-0.662619	-0.984023	-27.3133	344.689	-10.4251	-0.427325	-0.610915	-0.994217
-22.2208	358.857	70.5915	0.695542	-0.570656	-2.48603	-82.5401	348.606	52.777	0.182484	-0.514791	-1.88614	-94.8897	358.067	11.3327	-0.505691	-0.647624	-0.938928	-81.3174	359.165	-10.2189	-0.43687	-0.659176	-1.02839	-58.1204	350.386	-14.8598	-0.471995	-0.662205	-0.991083	-27.8099	345.058	-10.3193	-0.421451	-0.611135	-1.00156
-22.7676	359.21	70.8373	0.690004	-0.577427	-2.47337	-82.8434	348.808	52.8783	0.177363	-0.521189	-1.87341	-95.5772	358.504	11.5769	-0.516025	-0.652417	-0.932106	-82.0859	359.625	-9.9876	-0.447422	-0.664557	-1.02121	-59.132	351.074	-14.5945	-0.474177	-0.666418	-0.992595	-28.6596	345.602	-10.1356	-0.430952	-0.617178	-0.995911
-23.1026	359.408	70.9847	0.692409	-0.576999	-2.4762	-83.045	348.938	52.9521	0.181374	-0.52408	-1.87804	-95.9894	358.739	11.7317	-0.51672	-0.658117	-0.936971	-82.565	359.883	-9.83564	-0.445406	-0.670276	-1.02873	-59.7715	351.477	-14.4258	-0.467364	-0.671784	-1.00528	-29.197	345.894	-10.013	-0.42944	-0.623321	-1.00363
-23.8849	359.833	71.3264	0.692333	-0.583741	-2.46898	-83.5398	349.234	53.1537	0.180621	-0.532036	-1.8716	-96.9527	359.212	12.1218	-0.52238	-0.668651	-0.94106	-83.7376	360.409	-9.43023	-0.453409	-0.68237	-1.03064	-61.3403	352.369	-13.9924	-0.465161	-0.681955	-1.01712	-30.5428	346.517	-9.69341	-0.429767	-0.633408	-1.01281
